date,maxtempm,mintempm,avgtempm,avgtempm_1,avgtempm_2,meanhdd_3,meanhdd_1,meanhdd_2,meancdd_1,meancdd_2,meancdd_3,minPrecipitationWaterEquiv,maxPrecipitationWaterEquiv,meanPrecipitationWaterEquiv,minSnowfall,maxSnowfall,meanSnowfall,Snow/IceDepth_1,Snow/IceDepth_2,Snow/IceDepth_3,mindewpt,maxdewpt,meandewpt,minpressure,maxpressure,meanpressure,minhumidity,maxhumidity,meanhumidity,Waterlevel_1,Waterlevel_2,Waterlevel_3,minWaterlevel_1,minWaterlevel_2,minWaterlevel_3,maxWaterlevel_1,maxWaterlevel_2,maxWaterlevel_3,Waterlevel
04/06/96,85,57,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,-3,10,2,1002,1010,1007.02,4,20,20,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
04/07/96,78,54,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-5,14,4,1001,1010,1006.95,5,24,24,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
04/08/96,69,54,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,-3,14,4,999,1008,1004.82,4,27,27,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
04/09/96,65,56,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,997,1006,1002.87,7,35,35,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
04/10/96,68,53,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,998,1006,1003.47,4,24,24,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
04/11/96,67,53,60,60,60,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,1001,1008,1005.09,4,29,29,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
04/12/96,68,54,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,1001,1009,1005.52,9,29,29,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
4/13/1996,70,54,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,16,9,1003,1010,1007.02,9,34,34,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
4/14/1996,79,54,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,1,18,8,1004,1011,1007.85,9,47,47,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
4/15/1996,79,56,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,-3,15,7,1004,1011,1008.26,5,61,61,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
4/16/1996,67,55,61,61,61,4,4,4,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,-8,12,3,1002,1012,1009.11,4,36,36,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
4/17/1996,67,55,61,61,61,4,4,4,0,0,0,0.31,0.31,0.31,0,0,0,0,0,0,-1,15,5,1002,1011,1008.16,4,34,34,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
4/18/1996,69,57,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,1004,1011,1007.94,7,30,30,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
4/19/1996,73,50,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,-5,12,5,1002,1010,1007.36,6,32,32,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
4/20/1996,71,52,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,-17,12,-2,1005,1012,1009.16,4,33,33,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
4/21/1996,68,52,60,60,60,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-7,11,-2,1005,1014,1010.33,4,20,20,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
4/22/1996,73,53,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,1003,1011,1008.37,7,29,29,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
4/23/1996,78,56,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,12,6,1002,1013,1009.82,4,33,33,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
4/24/1996,75,59,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,10,4,1004,1012,1008.55,4,25,25,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
4/25/1996,74,59,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,14,6,1003,1011,1008.31,4,22,22,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
4/26/1996,71,60,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,-2,10,5,1003,1011,1008,4,24,24,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
4/27/1996,71,60,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,3,15,8,1001,1011,1007.88,4,36,36,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
4/28/1996,72,59,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,2,14,7,999,1008,1005.29,5,29,29,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
4/29/1996,94,59,76.5,76.5,76.5,0,0,0,11.5,11.5,11.5,0,0,0,0,0,0,0,0,0,3,14,8,1001,1009,1006.26,5,29,29,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
4/30/1996,86,65,75.5,75.5,75.5,0,0,0,10.5,10.5,10.5,0,0,0,0,0,0,0,0,0,6,13,9,1003,1010,1007.62,6,35,35,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
05/01/96,86,61,73.5,73.5,73.5,0,0,0,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,4,15,9,1002,1011,1007.79,5,35,35,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
05/02/96,76,61,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,4,17,9,1002,1010,1006.45,5,35,35,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
05/03/96,72,60,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,11,6,999,1007,1004.57,5,21,21,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
05/04/96,72,59,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,2,16,8,997,1006,1003.16,4,30,30,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
05/05/96,73,59,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,14,8,997,1006,1002.55,6,27,27,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
05/06/96,75,60,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,8,14,11,999,1006,1004.09,10,42,42,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
05/07/96,75,59,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,8,14,11,999,1009,1004.62,11,35,35,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
05/08/96,72,58,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,14,999,1008,1005.81,4,61,61,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
05/09/96,74,58,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,15,11,998,1008,1004.28,9,40,40,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
05/10/96,79,59,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,8,19,13,999,1010,1003.9,14,65,65,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
05/11/96,84,61,72.5,72.5,72.5,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,10,18,14,997,1009,1006.55,16,73,73,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
05/12/96,76,61,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,6,19,15,1002,1010,1006.43,15,48,48,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
5/13/1996,75,61,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,10,19,15,1001,1007,1004.76,19,55,55,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
5/14/1996,73,63,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,19,14,998,1006,1003.35,10,48,48,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
5/15/1996,75,61,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,7,18,13,995,1005,1001.26,6,43,43,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
5/16/1996,71,62,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0.05,0.05,0.05,0,0,0,0,0,0,0,17,9,994,1003,1000.17,4,32,32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
5/17/1996,72,60,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8,19,15,994,1003,999.7,10,40,40,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
5/18/1996,74,59,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,9,24,19,996,1006,1001.1,17,94,94,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
5/19/1996,73,59,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,15,23,19,993,1003,999.27,18,74,74,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
5/20/1996,73,57,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,21,996,1005,1000.95,34,100,100,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
5/21/1996,72,57,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,18,23,20,1000,1007,1004.8,44,83,83,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
5/22/1996,68,57,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,17,24,21,1000,1007,1004.37,21,100,100,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
5/23/1996,69,55,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,23,15,996,1005,1002.17,8,62,62,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
5/24/1996,75,55,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,16,997,1005,1001.83,10,51,51,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
5/25/1996,71,57,64,64,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,23,19,996,1005,1001.97,15,49,49,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
5/26/1996,68,55,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,17,24,19,999,1007,1003.7,18,52,52,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
5/27/1996,67,59,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,25,20,1000,1009,1005.48,31,66,66,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
5/28/1996,70,55,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,14,22,18,1000,1007,1004.62,22,66,66,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
5/29/1996,69,58,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,17,23,20,998,1007,1003.76,21,94,94,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
5/30/1996,68,57,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,10,23,17,997,1005,1002.33,13,74,74,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
5/31/1996,69,55,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,19,14,997,1005,1001.94,9,65,65,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
06/01/96,77,59,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,19,15,996,1004,1001.6,13,61,61,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
06/02/96,80,62,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,10,21,16,996,1004,1001.05,18,48,48,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
06/03/96,76,58,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,12,22,17,997,1006,1003.14,12,88,88,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
06/04/96,75,59,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,13,22,20,997,1008,1003.52,30,83,83,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
06/05/96,78,59,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,17,20,18,997,1005,1001.91,23,55,55,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
06/06/96,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,15,22,19,997,1004,1002.38,18,58,58,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
06/07/96,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,17,22,19,996,1004,1001.49,23,59,59,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
06/08/96,71,60,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,17,22,19,994,1002,999.46,21,49,49,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
06/09/96,73,60,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,17,22,19,995,1003,999.92,20,62,62,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
06/10/96,75,61,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,16,20,18,997,1003,1000.83,24,69,69,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
06/11/96,73,60,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,16,22,19,999,1007,1002.93,32,92,92,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
06/12/96,72,61,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,18,22,20,998,1022,1002.88,30,74,74,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
6/13/1996,73,61,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,16,22,20,995,1002,999.41,23,70,70,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
6/14/1996,73,61,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,17,24,21,994,1001,998.64,22,66,66,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
6/15/1996,73,61,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,19,29,22,996,1002,999.8,30,79,79,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
6/16/1996,72,58,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,23,995,1003,1000.41,27,84,84,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
6/17/1996,72,59,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,24,27,25,997,1003,1000.93,60,100,100,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
6/18/1996,78,61,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,23,26,25,998,1003,1000.9,66,100,100,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
6/19/1996,78,59,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,22,27,25,994,1001,998.37,38,100,100,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
6/20/1996,72,61,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,24,27,25,994,1000,997.67,53,89,89,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
6/21/1996,71,60,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,23,26,25,995,1001,998.48,44,89,89,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
6/22/1996,71,60,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,20,27,25,996,1002,999.85,40,89,89,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
6/23/1996,73,58,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,22,25,23,995,1002,999.69,40,84,84,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
6/24/1996,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,20,23,21,997,1003,1000.41,36,79,79,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
6/25/1996,73,60,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,19,23,21,998,1004,1001.72,31,74,74,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
6/26/1996,68,58,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,23,21,1000,1006,1003.32,29,70,70,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
6/27/1996,69,56,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,19,22,20,999,1006,1003.08,27,62,62,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
6/28/1996,74,57,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,19,21,20,998,1005,1001.79,26,52,52,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
6/29/1996,85,63,74,74,74,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,18,22,19,999,1005,1002.67,28,55,55,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
6/30/1996,90,64,77,77,77,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,18,22,20,998,1005,1002.6,27,66,66,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
07/01/96,75,61,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,19,25,23,1000,1011,1003.25,46,84,84,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
07/02/96,75,63,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,22,25,24,997,1004,1001.75,41,89,89,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
07/03/96,75,63,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,22,24,23,997,1003,1000.82,43,79,79,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
07/04/96,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,21,28,24,996,1003,1000.77,33,95,95,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
07/05/96,77,63,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,23,27,26,998,1003,1001.27,59,94,94,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
07/06/96,76,59,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,25,27,26,998,1003,1001.44,59,94,94,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
07/07/96,68,58,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,23,27,26,997,1004,1001.63,56,94,94,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
07/08/96,72,53,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,23,27,25,995,1003,1000.7,47,93,93,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
07/09/96,75,62,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,24,26,25,994,1001,998.82,49,89,89,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
07/10/96,76,63,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,24,26,25,996,1001,999.08,59,94,94,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
07/11/96,75,64,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,24,28,26,995,1000,998.45,74,100,100,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
07/12/96,75,64,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,25,27,26,995,1000,997.67,88,100,100,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
7/13/1996,74,63,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,24,27,25,994,999,997.63,74,100,100,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/14/1996,77,64,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,23,25,24,996,1000,998.16,69,100,100,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
7/15/1996,75,65,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,23,25,24,998,1004,1002.22,51,95,95,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
7/16/1996,77,65,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,23,27,25,998,1004,1002.08,62,95,95,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
7/17/1996,75,65,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,24,27,26,1000,1005,1002.4,89,100,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
7/18/1996,75,62,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,24,27,25,1002,1006,1004.2,89,100,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
7/19/1996,75,63,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,25,26,26,1001,1008,1004.22,82,100,100,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/20/1996,74,61,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,24,26,25,1002,1006,1004.36,68,100,100,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/21/1996,74,62,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,23,25,24,1000,1006,1004,62,100,100,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/22/1996,74,64,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,22,25,23,998,1004,1001.6,56,100,100,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
7/23/1996,73,63,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,21,24,23,998,1003,1000.49,49,94,94,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
7/24/1996,78,63,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,21,24,22,998,1004,1001.91,44,89,89,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
7/25/1996,80,67,73.5,73.5,73.5,0,0,0,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,22,25,23,1000,1006,1003.15,46,79,79,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
7/26/1996,86,68,77,77,77,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,22,27,24,1000,1006,1004.13,52,100,100,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
7/27/1996,79,67,73,73,73,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,25,27,26,1000,1006,1004.26,70,100,100,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
7/28/1996,75,65,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,24,26,25,1001,1006,1003.51,71,100,100,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
7/29/1996,76,66,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,23,26,25,1000,1005,1002.93,61,100,100,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
7/30/1996,81,67,74,74,74,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,22,26,24,999,1004,1002.76,53,100,100,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
7/31/1996,78,66,72,72,72,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,22,24,23,999,1005,1002.75,53,89,89,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
08/01/96,78,67,72.5,72.5,72.5,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,22,24,23,1001,1007,1004.42,51,89,89,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
